SPECIES_NR,WETNAAM,NEDNAAM,SYNONYM,VALID_NR,GROEP,HIDE,GENUS_WET,GENUS_NED,FAM_NR
5487,Digitalis lutea,Geel vingerhoedskruid,0,5487,1,0,Digitalis,Vingerhoedskruid,127.0
5488,Dipsacus laciniatus,Slipbladkaardebol,0,5488,1,0,Dipsacus,Kaardebol,133.0
5489,Festuca guestphalica s. guestphalica,Zinkschapengras,0,5489,1,0,Festuca,Zwenkgras,44.0
5489,Festuca ovina s. guestphalica,,1,5489,1,0,Festuca,Zwenkgras,44.0
5490,Epipactis helleborine s. helleborine,,0,5490,1,0,Epipactis,Wespenorchis,35.0
5491,Epipactis helleborine s. neerlandica,,0,5491,1,0,Epipactis,Wespenorchis,35.0
5492,Erysimum x marshallii,,0,5492,1,0,Erysimum,Steenraket,97.0
5493,Gagea minima,Spitse geelster,0,5493,1,0,Gagea,Geelster,33.0
5494,Gymnadenia conopsea s. conopsea,,0,5494,1,0,Gymnadenia,Muggenorchis,35.0
5495,Gymnadenia conopsea s. densiflora,,0,5495,1,0,Gymnadenia,Muggenorchis,35.0
5496,Jacobaea aquatica v. aquatica,,0,5496,1,0,Jacobaea,,136.0
5498,Callitriche brutia s.l.,,1,180,1,1,Callitriche,Sterrenkroos,44.0
5498,Festuca guestphalica s. hirtula,Ruig schapengras,0,5498,1,0,Festuca,Zwenkgras,44.0
5498,Festuca ovina s. hirtula,,1,5498,1,0,Festuca,Zwenkgras,44.0
5499,Ludwigia peploides,Kleine waterteunisbloem,0,5499,1,0,Ludwigia,Waterlepeltje,71.0
5500,Myriophyllum heterophyllum,Ongelijkbladig vederkruid,0,5500,1,0,Myriophyllum,Vederkruid,66.0
5501,Oenothera biennis x glazioviana,Bastaardteunisbloem,1,5501,1,0,Oenothera,Teunisbloem,71.0
5501,Oenothera x fallax,Bastaardteunisbloem,0,5501,1,0,Oenothera,Teunisbloem,71.0
5502,Parthenocissus tricuspidata,Oosterse wingerd,0,5502,1,0,Parthenocissus,Wilde wingerd,67.0
5503,Persicaria pensylvanica,Amerikaans perzikkruid,0,5503,1,0,Persicaria,Duizendknoop,57.0
5504,Peucedanum officinale,Varkenskervel,0,5504,1,0,Peucedanum,Varkenskervel,131.0
5505,Pimpinella peregrina,Vreemde bevernel,0,5505,1,0,Pimpinella,Bevernel,131.0
5506,Populus trichocarpa,Zwarte balsempopulier,0,5506,1,0,Populus,Populier,74.0
5507,Quercus pubescens,Donzige eik,0,5507,1,0,Quercus,Eik,91.0
5508,Rhinanthus x fallax,,1,1584,1,1,Rhinanthus,Ratelaar,126.0
5510,Rosa inodora,Schijnkraagroos,0,5510,1,0,Rosa,Roos,83.0
5512,Sedum 'Herbstfreude',Bastaardhemelsleutel,0,5512,1,0,Sedum,Vetkruid,65.0
5513,Sedum spectabile,Roze hemelsleutel,0,5513,1,0,Sedum,Vetkruid,65.0
5514,Solanum sarachoides,Kleverige nachtschade,0,5514,1,0,Solanum,Nachtschade,117.0
5515,Stachys alpina,Alpenandoorn,0,5515,1,0,Stachys,Andoorn,123.0
5516,Sutera cordata,Tapijtbloem,0,5516,1,0,Sutera,,120.0
5517,Tellima grandiflora,Franjekelk,0,5517,1,0,Tellima,,64.0
5518,Trachelium caeruleum,Halsbloem,0,5518,1,0,Trachelium,,134.0
5519,Actinidia deliciosa,Kiwi,0,5519,1,0,Actinidia,,110.0
5520,Aconitum x stoerkianum,Tuinmonnikskap,0,5520,1,0,Aconitum,Monnikskap,50.0
5521,Baldellia ranunculoides/repens,Stijve/Kruipende moerasweegbree,0,5521,1,0,Baldellia,,25.0
5522,Brassica oleracea (cultivars),Kool (cultuurvormen),0,5522,1,0,Brassica,Kool,97.0
5523,Calluna vulgaris v. hirsuta,,0,5523,1,0,Calluna,Struikhei,112.0
5524,Centaurium erythraea x littorale,Echt x Strandduizendguldenkruid,0,5524,1,0,Centaurium,Duizendguldenkruid,115.0
5525,Cornus sericea s.l.,Canadese kornoelje,0,5525,1,0,Cornus,Kornoelje,105.0
5526,Cyperus longus,Rood cypergras,0,5526,1,0,Cyperus,Cypergras,43.0
5528,Lysichiton americanus,Moeraslantaarn,0,5528,1,0,Lysichiton,,22.0
5529,Carex paniculata s. lusitanica,,0,5529,1,0,Carex,Zegge,43.0
5530,Chaerophyllum aureum,Gouden ribzaad,0,5530,1,0,Chaerophyllum,Ribzaad,131.0
5532,Eichhornia crassipes,Waterhyacint,0,5532,1,0,Eichhornia,,46.0
5533,Cabomba caroliniana,Waterwaaier,0,5533,1,0,Cabomba,,136.0
5534,Sicyos angulatus,Stekelaugurk,0,5534,1,1,Sicyos,,90.0
5535,Solidago nemoralis,Grauwe guldenroede,0,5535,1,1,Solidago,Guldenroede,136.0
5536,Inula crithmoides,Zeealant,0,5536,1,0,Inula,Alant,136.0
5537,Carex davalliana,Veenzegge,0,5537,1,0,Carex,Zegge,43.0
5538,Aldrovanda vesiculosa,Watervliegenval,0,5538,1,0,Aldrovanda,,54.0
5539,Pimpinella peregrina,,1,5505,1,1,Pimpinella,Bevernel,136.0
5540,Solanum carolinense,,0,5540,1,0,Solanum,Nachtschade,117.0
5541,Sisymbrium strictissimum,Rechte raket,0,5541,1,1,Sisymbrium,Raket,97.0
5542,Helianthus cucumerifolius,,0,5542,1,1,Helianthus,Zonnebloem,136.0
5543,Euphorbia dulcis,,0,5543,1,1,Euphorbia,Wolfsmelk,76.0
5544,Helleborus lividus s. corsicus,,0,5544,1,0,Helleborus,Nieskruid,50.0
5545,Artemisia annua,Zomeralsem,0,5545,1,0,Artemisia,Alsem,136.0
5546,Physalis ixocarpa,Tomatillo,0,5546,1,1,Physalis,Lampionplant,117.0
5547,Sorbus x pinnatifida,,1,5147,1,0,Sorbus,Lijsterbes,83.0
5548,Lemna aequinoctialis,,0,5548,1,0,Lemna,Eendenkroos,22.0
5549,Carex hystericina,,0,5549,1,1,Carex,Zegge,43.0
5550,Carex muskingumensis,,0,5550,1,0,Carex,Zegge,43.0
5551,Gnaphalium purpureum,,0,5551,1,0,Gnaphalium,Droogbloem,136.0
5552,Allium sphaerocephalon,Kogellook,0,5552,1,0,Allium,Look,39.0
5553,Allium rotundum,Ronde look,0,5553,1,0,Allium,Look,39.0
5554,Carex acutiformis x lasiocarpa,Draadzegge x Moeraszegge,0,5554,1,0,Carex,Zegge,43.0
5555,Althaea cannabina,,0,5555,1,0,Althaea,Heemst,98.0
5556,Berberis gagnepainii,,0,5556,1,1,Berberis,Berberis,49.0
5557,Cotoneaster dielsianus,,0,5557,1,0,Cotoneaster,Dwergmispel,83.0
5558,Crataegus pedicellata,,0,5558,1,1,Crataegus,Meidoorn,83.0
5559,Elaeagnus pungens,,0,5559,1,0,Elaeagnus,Olijfwilg,84.0
5560,Panicum virgatum,,0,5560,1,0,Panicum,Gierst,44.0
5561,Persicaria filiformis,,0,5561,1,1,Persicaria,Duizendknoop,57.0
5563,Sisyrinchium montanum,,0,5563,1,1,Sisyrinchium,Ruslelie,36.0
5564,Verbena urticifolia,,0,5564,1,1,Verbena,Verbena,121.0
5565,Sedum kamtschaticum,,0,5565,1,0,Sedum,Vetkruid,65.0
5566,Artemisia ludoviciana,,0,5566,1,0,Artemisia,Alsem,136.0
5567,Allium subhirsutum,,0,5567,1,0,Allium,Look,39.0
5568,Aster novae-angliae,Nieuw-Engelandse aster,0,5568,1,1,Aster,Aster,136.0
5569,Sisymbrium volgense,,0,5569,1,1,Sisymbrium,Raket,97.0
5570,Alchemilla glaucescens,Blauwgroene vrouwenmantel,0,5570,1,1,Alchemilla,Vrouwenmantel,83.0
5571,Leucanthemum x superbum,,0,5571,1,1,Leucanthemum,Margriet,136.0
5572,Amaranthus hypochondriacus,,0,5572,1,0,Amaranthus,Amarant,59.0
5573,Verbascum densiflorum x nigrum,Stalkaars x Zwarte toorts,0,5573,1,0,Verbascum,Toorts,120.0
5573,Verbascum x ambiguum,,1,5573,1,0,Verbascum,Toorts,120.0
5574,Liriodendron tulipifera,Tulpenboom,0,5574,1,0,Liriodendron,,145.0
5575,Prunella grandiflora,Grote brunel,0,5575,1,0,Prunella,Brunel,123.0
5576,Euphorbia chamaesyce,,0,5576,1,1,Euphorbia,Wolfsmelk,76.0
5577,Epilobium ciliatum x parviflorum,,0,5577,1,0,Epilobium,Basterdwederik,71.0
5578,Cyrtomium fortunei,Smalle ijzervaren,0,5578,1,0,Cyrtomium,IJzervaren,11.0
5580,Hydrocotyle verticillata,Grote waternavel,0,5580,1,0,Hydrocotyle,Waternavel,130.0
5581,Lagarosiphon major,Verspreidbladige waterpest,0,5581,1,0,Lagarosiphon,,24.0
5584,Umbilicus rupestris,Muurnavel,0,5584,1,0,Umbilicus,,65.0
5589,Betula pendula x pubescens,Ruwe x Zachte berk,0,5589,1,0,Betula,Berk,93.0
5590,Juncus alpinoarticulatus x articulatus,Zomprus x Rechte rus,0,5590,1,0,Juncus,Rus,42.0
5590,Juncus x buchenaui,,1,5590,1,0,Juncus,Rus,42.0
5590,Juncus x frisicus,,1,5590,1,1,Juncus,Rus,42.0
5591,Potamogeton acutifolius/compressus,Plat/Spits fonteinkruid,0,5591,1,0,Potamogeton,Fonteinkruid,29.0
5595,Lindernia dubia,Schijngenadekruid,0,5595,1,0,Lindernia,,
5648,Spiranthes cernua,Knikkende schroeforchis,0,5648,1,0,Spiranthes,Schroeforchis,35.0
5656,Typha laxmannii,,0,5656,1,0,Typha,Lisdodde,41.0
5706,Panicum barbipulvinatum,Oevergierst,0,5706,1,0,Panicum,Gierst,44.0
5930,Salix x ambigua,,1,1589,1,1,Salix,Wilg,74.0
5992,Spiranthes lucida,Glansschroeforchis,0,5992,1,0,Spiranthes,Schroeforchis,35.0
6001,Acer spec.,Esdoorn (G),0,6001,1,0,Acer,Esdoorn,101.0
6002,Aceras spec.,Poppenorchis (G),0,6002,1,1,Aceras,Poppenorchis,35.0
6003,Achillea spec.,Duizendblad (G),0,6003,1,0,Achillea,Duizendblad,136.0
6004,Aconitum spec.,Monnikskap (G),0,6004,1,0,Aconitum,Monnikskap,50.0
6005,Acorus spec.,Kalmoes (G),0,6005,1,1,Acorus,Kalmoes,21.0
6006,Actaea spec.,Christoffelkruid (G),0,6006,1,1,Actaea,Christoffelkruid,50.0
6007,Adonis spec.,Adonis (G),0,6007,1,0,Adonis,Adonis,50.0
6008,Adoxa spec.,Muskuskruid (G),0,6008,1,1,Adoxa,Muskuskruid,132.0
6009,Aegopodium spec.,Zevenblad (G),0,6009,1,1,Aegopodium,Zevenblad,131.0
6010,Aethusa spec.,Hondspeterselie (G),0,6010,1,1,Aethusa,Hondspeterselie,131.0
6011,Agrimonia spec.,Agrimonie (G),0,6011,1,0,Agrimonia,Agrimonie,83.0
6012,Agrostemma spec.,Bolderik (G),0,6012,1,0,Agrostemma,Bolderik,58.0
6013,Agrostis spec.,Struisgras (G),0,6013,1,0,Agrostis,Struisgras,44.0
6014,Aira spec.,Dwerghaver (G),0,6014,1,0,Aira,Dwerghaver,44.0
6015,Ajuga spec.,Zenegroen (G),0,6015,1,0,Ajuga,Zenegroen,123.0
6016,Alchemilla spec.,Vrouwenmantel (G),0,6016,1,0,Alchemilla,Vrouwenmantel,83.0
6017,Alisma spec.,Waterweegbree (G),0,6017,1,0,Alisma,Waterweegbree,25.0
6018,Alliaria spec.,Look-zonder-look (G),0,6018,1,1,Alliaria,Look-zonder-look,97.0
6019,Allium spec.,Look (G),0,6019,1,0,Allium,Look,39.0
6020,Alnus spec.,Els (G),0,6020,1,0,Alnus,Els,93.0
6021,Alopecurus spec.,Vossenstaart (G),0,6021,1,0,Alopecurus,Vossenstaart,44.0
6022,Althaea spec.,Heemst (G),0,6022,1,0,Althaea,Heemst,98.0
6023,Alyssum spec.,Schildzaad (G),0,6023,1,0,Alyssum,Schildzaad,97.0
6024,Amaranthus spec.,Amarant (G),0,6024,1,0,Amaranthus,Amarant,59.0
6025,Ambrosia spec.,Ambrosia (G),0,6025,1,0,Ambrosia,Ambrosia,136.0
6026,Amelanchier spec.,Krentenboompje (G),0,6026,1,0,Amelanchier,Krentenboompje,83.0
6027,Calammophila (x) spec.,Noordse helm (G),0,6027,1,1,Calammophila,,44.0
6028,Ammophila spec.,Helm (G),0,6028,1,1,Ammophila,Helm,44.0
6029,Anacamptis spec.,Hondskruid (G),0,6029,1,1,Anacamptis,Hondskruid,35.0
6030,Anagallis spec.,Guichelheil (G),0,6030,1,1,Anagallis,Guichelheil,109.0
6031,Anchusa spec.,Ossentong (G),0,6031,1,0,Anchusa,Ossentong,113.0
6032,Andromeda spec.,Lavendelhei (G),0,6032,1,1,Andromeda,Lavendelhei,112.0
6033,Anemone spec.,Anemoon (G),0,6033,1,0,Anemone,Anemoon,50.0
6034,Angelica spec.,Engelwortel (G),0,6034,1,0,Angelica,Engelwortel,131.0
6035,Antennaria spec.,Rozenkransje (G),0,6035,1,1,Antennaria,Rozenkransje,136.0
6036,Anthemis spec.,Schubkamille (G),0,6036,1,0,Anthemis,Schubkamille,136.0
6037,Anthericum spec.,Graslelie (G),0,6037,1,1,Anthericum,Graslelie,37.0
6038,Anthoxanthum spec.,Reukgras (G),0,6038,1,0,Anthoxanthum,Reukgras,44.0
6039,Anthriscus spec.,Kervel (G),0,6039,1,0,Anthriscus,Kervel,131.0
6040,Anthyllis spec.,Wondklaver (G),0,6040,1,1,Anthyllis,Wondklaver,81.0
6041,Antirrhinum spec.,Leeuwenbek (G),0,6041,1,1,Antirrhinum,Leeuwenbek,127.0
6042,Apera spec.,Windhalm (G),0,6042,1,0,Apera,Windhalm,44.0
6043,Alchemilla arvensis s.l.,,1,6043,1,1,Alchemilla,Vrouwenmantel,83.0
6043,Aphanes arvensis s.l. (voor ca. 1950),,1,6043,1,1,Aphanes,Leeuwenklauw,83.0
6043,Aphanes arvensis/australis,Kleine/Grote leeuwenklauw,0,6043,1,0,Aphanes,Leeuwenklauw,83.0
6043,Aphanes spec.,Leeuwenklauw (G),1,6043,1,0,Aphanes,Leeuwenklauw,83.0
6044,Apium spec.,Moerasscherm/Selderij (G),0,6044,1,0,Apium,Moerasscherm,131.0
6045,Aquilegia spec.,Akelei (G),0,6045,1,1,Aquilegia,Akelei,50.0
6046,Arabidopsis spec.,Zandraket (G),0,6046,1,0,Arabidopsis,Zandraket,97.0
6047,Arabis spec.,Scheefkelk (G),0,6047,1,0,Arabis,Scheefkelk,97.0
6048,Arctium spec.,Klit (G),0,6048,1,0,Arctium,Klit,136.0
6049,Arctostaphylos spec.,Berendruif (G),0,6049,1,1,Arctostaphylos,Berendruif,112.0
6050,Arenaria spec.,Zandmuur (G),0,6050,1,1,Arenaria,Zandmuur,58.0
6051,Aristolochia spec.,Pijpbloem (G),0,6051,1,1,Aristolochia,Pijpbloem,48.0
6052,Armeria spec.,Engels gras (G),0,6052,1,1,Armeria,Engels gras,56.0
6053,Armoracia spec.,Mierik (G),0,6053,1,1,Armoracia,Mierik,97.0
6054,Arnica spec.,Valkruid (G),0,6054,1,1,Arnica,Valkruid,136.0
6055,Arnoseris spec.,Korensla (G),0,6055,1,1,Arnoseris,Korensla,136.0
6056,Aronia spec.,Appelbes (G),0,6056,1,0,Aronia,Appelbes,83.0
6057,Arrhenatherum spec.,Glanshaver (G),0,6057,1,1,Arrhenatherum,Glanshaver,44.0
6058,Artemisia spec.,Alsem (G),0,6058,1,0,Artemisia,Alsem,136.0
6059,Arum spec.,Aronskelk (G),0,6059,1,0,Arum,Aronskelk,22.0
6060,Asparagus spec.,Asperge (G),0,6060,1,0,Asparagus,Asperge,37.0
6061,Asperula spec.,Bedstro (G),0,6061,1,1,Asperula,Bedstro,114.0
6062,Asplenium spec.,Streepvaren (G),0,6062,1,0,Asplenium,Streepvaren,14.0
6063,Aster spec.,Aster (G),0,6063,1,0,Aster,Aster,136.0
6064,Astragalus spec.,Hokjespeul (G),0,6064,1,1,Astragalus,Hokjespeul,81.0
6065,Athyrium spec.,Wijfjesvaren (G),0,6065,1,1,Athyrium,Wijfjesvaren,16.0
6066,Atriplex spec.,Melde (G),0,6066,1,0,Atriplex,Melde,59.0
6067,Atropa spec.,Wolfskers (G),0,6067,1,1,Atropa,Wolfskers,117.0
6068,Avena spec.,Haver (G),0,6068,1,0,Avena,Haver,44.0
6069,Azolla spec.,Kroosvaren (G),0,6069,1,0,Azolla,Kroosvaren,6.0
6070,Ballota spec.,Ballote (G),0,6070,1,1,Ballota,Ballote,123.0
6071,Barbarea spec.,Barbarakruid (G),0,6071,1,0,Barbarea,Barbarakruid,97.0
6072,Bassia spec.,Zoutkruid (G),0,6072,1,0,Bassia,Ruig zoutkruid,59.0
6073,Bellis spec.,Madeliefje (G),0,6073,1,1,Bellis,Madeliefje,136.0
6074,Berberis spec.,Berberis (G),0,6074,1,0,Berberis,Berberis,49.0
6075,Berteroa spec.,Grijskruid (G),0,6075,1,1,Berteroa,Grijskruid,97.0
6076,Beta spec.,Biet (G),0,6076,1,1,Beta,Biet,59.0
6077,Betula spec.,Berk (G),0,6077,1,0,Betula,Berk,93.0
6078,Bidens spec.,Tandzaad (G),0,6078,1,0,Bidens,Tandzaad,136.0
6079,Blackstonia spec.,Bitterling (G),0,6079,1,1,Blackstonia,Bitterling,115.0
6080,Blechnum spec.,Dubbelloof (G),0,6080,1,1,Blechnum,Dubbelloof,12.0
6081,Borago spec.,Bernagie (G),0,6081,1,1,Borago,Bernagie,113.0
6082,Botrychium spec.,Maanvaren (G),0,6082,1,1,Botrychium,Maanvaren,3.0
6083,Brachypodium spec.,Kortsteel (G),0,6083,1,0,Brachypodium,Kortsteel,44.0
6084,Brassica spec.,Kool (G),0,6084,1,0,Brassica,Kool,97.0
6085,Briza spec.,Trilgras (G),0,6085,1,0,Briza,Trilgras,44.0
6086,Bromus s.l. spec.,Dravik s.l. (G),0,6086,1,0,Bromus,Dravik,44.0
6087,Bryonia spec.,Heggenrank (G),0,6087,1,1,Bryonia,Heggenrank,90.0
6089,Bunias spec.,Hardvrucht (G),0,6089,1,1,Bunias,Hardvrucht,97.0
6090,Bunium spec.,Aardkastanje (G),0,6090,1,1,Bunium,Aardkastanje,131.0
6091,Bupleurum spec.,Goudscherm (G),0,6091,1,0,Bupleurum,Goudscherm,131.0
6092,Butomus spec.,Zwanenbloem (G),0,6092,1,1,Butomus,Zwanenbloem,23.0
6093,Cakile spec.,Zeeraket (G),0,6093,1,1,Cakile,Zeeraket,97.0
6094,Calamagrostis spec.,Struisriet (G),0,6094,1,0,Calamagrostis,Struisriet,44.0
6095,Calepina spec.,Kalkraket (G),0,6095,1,1,Calepina,Kalkraket,97.0
6096,Calla spec.,Slangenwortel (G),0,6096,1,1,Calla,Slangenwortel,22.0
6097,Callitriche palustris (voor ca. 1950),,1,6097,1,1,Callitriche,Sterrenkroos,127.0
6097,Callitriche spec.,Sterrenkroos (G),0,6097,1,0,Callitriche,Sterrenkroos,127.0
6097,Callitriche stagnalis (voor ca. 1950),,1,6097,1,1,Callitriche,Sterrenkroos,127.0
6097,Callitriche verna (voor ca. 1950),,1,6097,1,1,Callitriche,Sterrenkroos,127.0
6098,Calluna spec.,Struikhei (G),0,6098,1,1,Calluna,Struikhei,112.0
6099,Caltha spec.,Dotterbloem (G),0,6099,1,1,Caltha,Dotterbloem,50.0
6100,Calystegia spec.,Dubbelkelkwinde (G),0,6100,1,1,Calystegia,Dubbelkelkwinde,118.0
6101,Campanula spec.,Klokje (G),0,6101,1,0,Campanula,Klokje,134.0
6102,Capsella spec.,Herderstasje (G),0,6102,1,0,Capsella,Herderstasje,97.0
6103,Cardamine spec.,Veldkers (G),0,6103,1,0,Cardamine,Veldkers,97.0
6105,Carduus spec.,Distel (G),0,6105,1,0,Carduus,Distel,136.0
6106,Carex spec.,Zegge (G),0,6106,1,0,Carex,Zegge,43.0
6107,Carlina spec.,Driedistel (G),0,6107,1,1,Carlina,Driedistel,136.0
6108,Carpinus spec.,Haagbeuk (G),0,6108,1,1,Carpinus,Haagbeuk,93.0
6109,Carum spec.,Karwij (G),0,6109,1,1,Carum,Karwij,131.0
6110,Castanea spec.,Kastanje (G),0,6110,1,1,Castanea,Kastanje,91.0
6111,Catabrosa spec.,Watergras (G),0,6111,1,1,Catabrosa,Watergras,44.0
6112,Catapodium spec.,Hardgras (G),0,6112,1,0,Catapodium,Hardgras,44.0
6113,Centaurea spec.,Centaurie (G),0,6113,1,0,Centaurea,Centaurie,136.0
6114,Centaurium spec.,Duizendguldenkruid (G),0,6114,1,0,Centaurium,Duizendguldenkruid,115.0
6116,Cephalanthera spec.,Bosvogeltje (G),0,6116,1,0,Cephalanthera,Bosvogeltje,35.0
6117,Cerastium spec.,Hoornbloem (G),0,6117,1,0,Cerastium,Hoornbloem,58.0
6118,Ceratophyllum spec.,Hoornblad (G),0,6118,1,0,Ceratophyllum,Hoornblad,47.0
6119,Ceterach spec.,Schubvaren (G),0,6119,1,1,Ceterach,Schubvaren,14.0
6120,Chaerophyllum spec.,Ribzaad (G),0,6120,1,0,Chaerophyllum,Ribzaad,131.0
6121,Chamerion spec.,Wilgenroosje (G),0,6121,1,1,Chamerion,Wilgenroosje,71.0
6123,Chelidonium spec.,Stinkende gouwe (G),0,6123,1,1,Chelidonium,Stinkende gouwe,51.0
6124,Chenopodium spec.,Ganzenvoet (G),0,6124,1,0,Chenopodium,Ganzenvoet,59.0
6125,Chionodoxa spec.,Sneeuwroem (G),0,6125,1,0,Chionodoxa,,37.0
6126,Glebionis spec.,Ganzenbloem (G),0,6126,1,0,Glebionis,,136.0
6127,Chrysosplenium spec.,Goudveil (G),0,6127,1,0,Chrysosplenium,Goudveil,64.0
6128,Cicendia spec.,Draadgentiaan (G),0,6128,1,1,Cicendia,Draadgentiaan,115.0
6129,Cichorium spec.,Cichorei (G),0,6129,1,0,Cichorium,Cichorei,136.0
6130,Cicuta spec.,Waterscheerling (G),0,6130,1,1,Cicuta,Waterscheerling,131.0
6131,Circaea spec.,Heksenkruid (G),0,6131,1,0,Circaea,Heksenkruid,71.0
6132,Cirsium spec.,Vederdistel (G),0,6132,1,0,Cirsium,Vederdistel,136.0
6133,Cladium spec.,Galigaan (G),0,6133,1,1,Cladium,Galigaan,43.0
6134,Claytonia spec.,Winterpostelein (G),0,6134,1,0,Claytonia,Winterpostelein,60.0
6135,Clematis spec.,Clematis (G),0,6135,1,0,Clematis,Clematis,50.0
6136,Cochlearia spec.,Lepelblad (G),0,6136,1,0,Cochlearia,Lepelblad,97.0
6137,Coeloglossum spec.,Groene nachtorchis (G),0,6137,1,1,Coeloglossum,Groene nachtorchis,35.0
6138,Colchicum spec.,Herfsttijloos (G),0,6138,1,0,Colchicum,Herfsttijloos,34.0
6139,Conium spec.,Gevlekte scheerling (G),0,6139,1,1,Conium,Gevlekte scheerling,131.0
6140,Convallaria spec.,Lelietje-van-dalen (G),0,6140,1,1,Convallaria,Lelietje-van-dalen,37.0
6141,Convolvulus spec.,Winde (G),0,6141,1,0,Convolvulus,Winde,118.0
6142,Corallorhiza spec.,Koraalwortel (G),0,6142,1,1,Corallorhiza,Koraalwortel,35.0
6143,Corispermum spec.,Vlieszaad (G),0,6143,1,1,Corispermum,Vlieszaad,59.0
6144,Cornus spec.,Kornoelje (G),0,6144,1,0,Cornus,Kornoelje,105.0
6145,Coronilla spec.,Kroonkruid (G),0,6145,1,1,Coronilla,Kroonkruid,81.0
6146,Coronopus spec.,Varkenskers (G),0,6146,1,1,Coronopus,Varkenskers,97.0
6147,Corrigiola spec.,Riempjes (G),0,6147,1,1,Corrigiola,Riempjes,58.0
6148,Corydalis/Pseudofumaria/Ceratocapnos spec.,Helmbloem (G),0,6148,1,1,Corydalis/Pseudofumaria/Ceratocapnos,,51.0
6149,Corylus spec.,Hazelaar (G),0,6149,1,1,Corylus,Hazelaar,93.0
6150,Corynephorus spec.,Buntgras (G),0,6150,1,1,Corynephorus,Buntgras,44.0
6151,Cotula spec.,Goudknopje (G),0,6151,1,1,Cotula,Goudknopje,136.0
6152,Crambe spec.,Bolletjeskool (G),0,6152,1,1,Crambe,Bolletjeskool,97.0
6153,Crataegus spec.,Meidoorn (G),0,6153,1,0,Crataegus,Meidoorn,83.0
6154,Crepis spec.,Streepzaad (G),0,6154,1,0,Crepis,Streepzaad,136.0
6155,Crithmum spec.,Zeevenkel (G),0,6155,1,1,Crithmum,Zeevenkel,131.0
6156,Crocus spec.,Krokus (G),0,6156,1,0,Crocus,Krokus,36.0
6157,Cucubalus spec.,Besanjelier (G),0,6157,1,1,Cucubalus,Besanjelier,58.0
6158,Cuscuta spec.,Warkruid (G),0,6158,1,0,Cuscuta,Warkruid,118.0
6159,Cynodon spec.,Handjesgras (G),0,6159,1,1,Cynodon,Handjesgras,44.0
6160,Cynoglossum spec.,Hondstong (G),0,6160,1,1,Cynoglossum,Hondstong,113.0
6161,Cynosurus spec.,Kamgras (G),0,6161,1,1,Cynosurus,Kamgras,44.0
6162,Cyperus spec.,Cypergras (G),0,6162,1,0,Cyperus,Cypergras,43.0
6163,Cystopteris spec.,Blaasvaren (G),0,6163,1,1,Cystopteris,Blaasvaren,16.0
6164,Dactylis spec.,Kropaar (G),0,6164,1,0,Dactylis,Kropaar,44.0
6165,Daphne spec.,Peperboompje (G),0,6165,1,1,Daphne,Peperboompje,149.0
6166,Datura spec.,Doornappel (G),0,6166,1,1,Datura,Doornappel,117.0
6167,Daucus spec.,Peen (G),0,6167,1,1,Daucus,Peen,131.0
6170,Deschampsia spec.,Smele (G),0,6170,1,0,Deschampsia,Smele,44.0
6171,Descurainia spec.,Sofiekruid (G),0,6171,1,1,Descurainia,Sofiekruid,97.0
6172,Dianthus spec.,Anjer (G),0,6172,1,0,Dianthus,Anjer,58.0
6173,Digitalis spec.,Vingerhoedskruid (G),0,6173,1,0,Digitalis,Vingerhoedskruid,127.0
6174,Digitaria spec.,Vingergras (G),0,6174,1,0,Digitaria,Vingergras,44.0
6176,Diplotaxis spec.,Zandkool (G),0,6176,1,0,Diplotaxis,Zandkool,97.0
6177,Dipsacus spec.,Kaardebol (G),0,6177,1,0,Dipsacus,Kaardebol,133.0
6178,Doronicum spec.,Voorjaarszonnebloem (G),0,6178,1,0,Doronicum,Voorjaarszonnebloem,136.0
6179,Draba spec.,Hongerbloempje (G),0,6179,1,1,Draba,Hongerbloempje,97.0
6180,Drosera spec.,Zonnedauw (G),0,6180,1,0,Drosera,Zonnedauw,54.0
6181,Dryopteris spec.,Niervaren (G),0,6181,1,0,Dryopteris,Niervaren,11.0
6182,Echinochloa spec.,Hanenpoot (G),0,6182,1,0,Echinochloa,Hanenpoot,44.0
6183,Baldellia spec.,Moerasweegbree (G),1,5521,1,1,Baldellia,,25.0
6183,Echinodorus spec.,,1,5521,1,1,Echinodorus,Moerasweegbree,25.0
6184,Echinops spec.,Kogeldistel (G),0,6184,1,0,Echinops,Kogeldistel,136.0
6185,Echium spec.,Slangenkruid (G),0,6185,1,0,Echium,Slangenkruid,113.0
6186,Elatine spec.,Glaskroos (G),0,6186,1,0,Elatine,Glaskroos,79.0
6187,Eleocharis spec.,Waterbies (G),0,6187,1,0,Eleocharis,Waterbies,43.0
6188,Elodea spec.,Waterpest (G),0,6188,1,0,Elodea,Waterpest,24.0
6191,Empetrum spec.,Kraaihei (G),0,6191,1,1,Empetrum,Kraaihei,112.0
6192,Epilobium spec.,Basterdwederik (G),0,6192,1,0,Epilobium,Basterdwederik,71.0
6193,Epipactis spec.,Wespenorchis (G),0,6193,1,0,Epipactis,Wespenorchis,35.0
6194,Equisetum spec.,Paardenstaart (G),0,6194,1,0,Equisetum,Paardenstaart,4.0
6195,Eragrostis spec.,Liefdegras (G),0,6195,1,0,Eragrostis,Liefdegras,44.0
